reviews.text,reviews.rating,reviews.doRecommend
easy handle light weight like automatically shuts cover closed,4.0,True
bought wife upgrade original kindle worn big step original good another years,5.0,True
love snap cover charges kindle also light,4.0,True
wife love reads lot go reader,5.0,True
third kindle best differentiator form factor definite improvement paperwhite also like pageturn buttons back case cool indeed get past jump price remember youre buy case separately quality product,5.0,True
looking forward bought right popped available best buy obviously refined kindle market ergonomics perfect kindle ebook reader matter easy use single handed one fits perfectly palm page turn buttons joy usethe charging case removed reading snaps back easily deliberately align properly case connected starts charging kindle prolongs battery lifein short avid reader spare kindle buy occasional readers might make sense spend much kindle paperwhite fine,4.0,True
used kindle ereaders since amazon introduced years ago good products new model worthwhile upgrade oasis exception even highly touted voyage model expensive lightweight design improved backlighting battery cover worth additional expense someone reads frequently definitely good investment,5.0,True
th kindle easily best one ive ever comfortable hold compact surprised small screen size kindles may look costly first remember getting cover additional battery,5.0,True
best kindle ereader yet size weight make perfect comfortable reading find reading books ever,5.0,True
actually easier hold paperback might even lighter,5.0,True
finally received kindle lighted leather cover newest version kindle lightweight double triple check description considering states leather cover front cover thin mediumweight cardboard feel leather front cover extremely thin immediately tell surface easily scratched marred normal everyday use inside front cover thin microfiber material protect screen back cover hollowed plastic formfit kindle snaps relative easeusing enclosed graphic instruction card removed kindle shown use enough pressure make bit concerned someone would place remove kindle cover frequently however plan using cover fulltime solution protection light sourcei went ahead pulled book switched light heading closet see looked complete darkness light pulls back cover nice stiff locked fullout position spread light greater top obviously reach entire screen kindle glare reflection able easily read page without noticeable strainingif choose design kindle keyboard lighted cover used since release would choose newer coverread,4.0,
owned kindle keyboard year purchased leather lighted case unit corner light left little desired far even lighting overall pleased case based experience went ahead purchased lighted cover new kindle cant say experience positivelets start whats good case kindle battery powered light big improvement light centered screen illumination even dont use light often cases nice balanced coverage one positive case appreciate much lighter one feels previous generation hinge area smaller means less spine folding effect one took heavy use never took kindle keyboard case put snug fit seen complaints issue tight though dont plan keep case full time aware may take effort get back situation tight fit exactly want mileage may varynow negatives case feel cheap especially change price point previous cover felt like solidly made piece work whereas new cover feels half sturdy thinness case doubt done minimize weight realize personal issue outside thickness though doesnt look feel well made textured surface previous model leather feel much like real book finally stunning oversight lack closure deviceread,3.0,
purchased kindle case saddle tan color leather high quality wonderful new smell well beautiful stitching around border front case add bulk kindle find quite comfortable hold one hand two front cover folds behind case truly feel like holding actual book readingat top case plastic arm pulls upward reveal light illuminates screen kindle perfectly dark room eyes trouble reading light activated light powered kindle way two metal prongs inside case making contact two metal tabs lower back kindle arm light seem bit delicate could see young child inadvertently breaking care shown fear time first piece stop functioning case regularly usedmy criticism case way secure front cover opening would nice include clasp kind stretchable band keep case closed paid case almost expensive kindle price designers forethought include means securing case opening aside potential problem kindle case perfect adds bit sophistication already awesome devicekudos amazon,4.0,
kindle keyboard lighted cover new kindle lighted cover briefly compare list pros cons coverin comparisonthe kindle keyboard cover much heavier new kindle cover new case much better job securing kindle well longer hinged one edge instead form fit inside rigid rubber shell attaches back new kindlethe lighting cases old case lit screen top right corner new case lights screen top middlei feel like old light mechanism durable light bar cover made stiff thin plastic instead thick rubbery plastic contained light old cover also hinges open instead pulling case hinge feels subparthe light new case less angled tends get eyes reading old kindle keyboard case didall still like new case fits new kindle well increase size weight much leather somewhat thin horribly looks sleek kindle keeping caseproscompact case looks sleektight secure fituses kindles batteries additional power neededprovides adequate lighting across entire screenconslightbar hinge seems cheapsince received today cannot yet evaluate additional drain case place kindles batteryread,4.0,
read every single review cover decided buy glad finally decided pull trigger never kindle another cover review based firsttimers perspective feedback agree cover expensive ridiculously expensive pricing covers lights factoring would buy replacement batteries light seem like would saving much money bought something else plus fact light builtin appealing turns extremely convenient yes cover magnet something closure main reason initial hesitation price thought using rubber band around people mentioned rubber band would look ugly around pretty cover way quite pretty wine purple color ended knitting small little sleeve slip kindle cover keep cover closed additional protection prevent scratches cover scratch quite easily agree one reviewer seem mind scratches cover doesnt show cover job protect kindle sound like cover kindle keyboard much durable would nice cover keep looking fresh new would rather kindle protected cover look perfect little knitted sleeve helping know lot people wouldnt want use additional cover people commented cover added much size weight kindle reallyread,5.0,
research best value looking ereader additional options sure would use turns ease usage,5.0,True
pretty decent tablet good mindless games netflix get pay,4.0,True
much memory prior kindles luv add sd card extra storage,5.0,True
good quality low cost compare ipad like,5.0,True
going face eye surgery recently decided get tablet able look internet movies something phone ones features better software fire hd good price available gotten good reviews performs well great battery life youre looking good basic tablet nice option,4.0,True
love tablets hd picture beautiful fire tablet fast load easy use great tablet,5.0,True
nice little dollars took bit get use using ipad got travel take beach nice size lightweight,5.0,True
couldnt get tablet work wifi returned bought samsung,4.0,True
tablet small compact easy handle easy figure main functions one complaint support big apps dropbox google drive,4.0,True
im windows person windows im still learning happy size fits easily purse hate touch items always seem touch wrong area like spelling something go letter get one letters next slows typing one reasons dont smartphone pretty good guess would recommend way world turning however dont make glass protective screen cover plastic,4.0,True
ordered daughter replace older version loves larger screen colored case big plus,5.0,True
set tablet geeks squad monday april,5.0,True
using never believe would handy helpful product features good quite handy carry anywhere,4.0,True
love internet tweeting facebook computers complete kindle takes care needs juju,5.0,True
like keeps granddaughter business great apps,5.0,True
loves problem getting away even riding vehicles lol,5.0,True
bought ebooks college could get ebook called school department could either semester already started sales representative store told needed ended buying tablet phone carrier ebooks right less minutes schools department help,1.0,False
wife really likes works great likes front back camera,5.0,True
bought kindle yr old granddaughter christmas husband kindles several years prior year old grandson love watching playing children kinds game systems use kindle way yr old grandson still plays mine loves watching tube videos playing games several game systems xbox sega ds still uses kindle time systemsmy husband used time everything internet watching movies shows im getting ready buy grandson new kindle mine bit older cracked screen still works goodhe would like one call im looking gb gbthey really durable tough,5.0,True
first fire kindle love fast good internet gives quick access kindle library found easier scroll pages using kindle touch,4.0,True
fast internet easy connection easy use clear display looking ipad mini reading reviews kindle fire ipad bought kindle much less dont put apples native apps etc,5.0,True
thanks really like tablet easy use,5.0,True
wanted kindle read books got instead excellent choice read books much,5.0,True
return product compatible things facebook itunes needed great books streaming movies,1.0,False
love kindle many apps games offered download love book selection easy navigate charger seems bit loose though,5.0,True
like ease use good support amazon reasonable price versatile tablet,5.0,True
tablet excellent considering price clear display fairly large tablet plenty memory store lot apps music pictures considering price tablet best value tablets date opinion,5.0,True
ive lots tablets past mostly samsung line first amazon fire want write review others never tried one time written alexa added tabletfirst device runs android type operating system amazon puts spin operating system dont feel like im using android feels different doesnt level customization android users come appreciate said amazon prime member device tailored content entertainment machine simply fun way consume magazines books etcthere onscreen buttons bottom device middle button immediately takes home screen button left acts sort back button also lets get rid keyboard dont need screen open button right super important took couple days realize square shaped button press see apps open lets switch apps also lets see apps open close close pressing x button corner window appears touching app window swiping right leave apps open never close youll drain battery make sure use little square button clear appsthe device several menus swipe left view first start home screen literally stay screen anything need tablet apps housed swipe view tablet comes several apps preinstalled slik amazons internet browser audible good reads amazon app store weather app etc go amazon app store download apps twitter facebook etc combine apps page folders drag one app another app folder appears made home screen much manageable change size font home screen normal large small device settings feature doesnt necessarily increase size font within apps however believe changes font main screensif magazine newspaper subscription connected device new issues show top home page screen heading new items device comes free month subscription washington post youll see new items initially activate tabletyou change wallpaper screen use one photos settings menu device want use one photos however need either take device move amazons photos app cloudbased appso far havent found way effectively use different photo management app let change wallpaper im crazy amazon photo app found annoying move photos phone amazons cloud could view tablet said im planning take photos device wanted pet photos ability change wallpaperbeyond home screen swipe right view screen prearranged books videos games shop apps music audiobooks newstand screens connected amazon account example kindle books youve already purchased automatically appear books menu magazines newspaper subscriptions appear newstand menu doesnt seem way change order menu pages bugs end world theres also one menu left home menu recent page shows youve received looked tablet never use might handy peopleone favorite features tablet amazons deck capability youre amazon prime member amazon periodically download video device thinks might like items dont count preinstalled memory automatically deleted memory starts getting full turn deck feature dont like ive content video playback capability isnt major use device images look fine audio ok ill talk speakers later favorite feature tablet viewing magazine content newstand ive tried magazines look gorgeous always magazines im stuck airport doctors office always one regular magazines includes free digital version magazine free connect account device allows download back issues magazine long ive account magazine didnt include digital edition canceled print edition switched digital version inexpensive magazine anyway several magazines try free days device third magazine decided keep year viewing magazines gadget pleasurethe kindle fire doesnt come google play store installed side load device without rooting breaking warranty google find instructions difficult youre fairly comfortable technology probably took minutes apps wanted amazon store handful paid google play way could go back access store worked fine far despise keyboard amazon preinstalled device lines letters keyboard suppose designed better swyping keys hate fixed problem going google play downloading new keyboard pretty easy problem solve cant complainapps connecting internet little slow load device compared gadgets generally doesnt bother using tablet replace personal laptop however might drive crazy screen device isnt bad compare fancy phone shape think price device compared smartphone screen outstandingthe speakers ok two located bottom screen wont say fantastic arent opinion fine watching youtube television show ok listening music audiophile make little better downloading different music app instead relying preinstall app still music sound tinny said always connect tablet bluetooth speaker use pair headphones etcthis device wasnt made taking pictures front back camera arent designed spectacular im using themi find device little difficult hold hands think thats partly size partly feels slick also hand problems similar someone carpal tunnel syndrome think easier handle case arrives im still waiting im greatly enjoying device simply fun use tablet weaknesses come lower price tag legitimately get lot bang buck particularly regularly use amazon services dont typically use amazon looking tablet viewing internet youre looking low price tag device may ok,4.0,True
bought replace damaged much expensive tablet daughters great item nice expensive one absolutely loves,5.0,True
fantastic tablet fire one great small portable,5.0,True
purchased product eye simply trying tablet become product use every day get used amazon app store different google play store though still androidbased tablet fast user experience satisfying purchased gb model extra storage space great tablet,5.0,True
decent little tablet game player tablet shuts cant get back play games long periods time ipad thats sure,3.0,True
lot old tabletit hasmore memory,4.0,True
excellent value lets lug favorite books around read whenever wouldnt without,5.0,True
love amazon fire hd small big looking tablets decided amazon fire hd price amazon prime purchased online best buy picked store black friday first tablet wanted start one fun laptop important things,5.0,True
put buying tablet ipads tried friends hypersensitive making difficult navigate easily one bomb techie quite intelligent kindle fire perfect fit everything want great speed wonderful resolution new tablets look forward enjoying learning kindle fire provide far step breeze love,5.0,True
daughter loved kindle fire said perfect gift could receive,5.0,True
love kindle fire great reading device,4.0,True
easy set great picture love keeps kids entertained love also gift,5.0,True
last models kindle hdx terrible purchased model kindle last models great last years replaced times problem slot sd card defective gave bought newest model shuts completely try plug external speakers sometimes shuts reason going back first year going last year kindles unless make quality phooey,1.0,False
easy use great picture would recommend friend,5.0,True
product purchased grandson fire however loves hd uses music gaming mostly great electronic device,5.0,True
works great read lot needed something would handle ebooks bells whistles tablet use ebooks one game excellent,5.0,True
far tablet working without issues havent used enough rate higher time tell,4.0,True
right device play puzzles avoid samsungverizon constant advertisements wish battery would last longer charge faster,5.0,True
fire compact easy use mainly used read online books lunch time battery lasts much longer previous tablet charges much quicker happy fire,4.0,True
used watching television shows picture clear audio decent location speakers,4.0,True
great kid friendly product hours enjoyment,4.0,True
negative apps thought android theyre amazon version limited,5.0,True
really enjoyed new kindle ability take pictures stays charged long time reading book watching movie wish kindles could run lte network well wifi signal,5.0,True
clarity screen backlit text makes improvement old tablet read low light enjoy color well enjoying new kindle present challenges set would recommend getting help store get started,5.0,True
several weeks works great satisfied far,5.0,True
rd kindle upgrade love everything ebooks read night games movies show extremely wellfeels though right kids ipadsbut im stuck kindle,5.0,True
never without amazon hd great reading games surfing networks,5.0,True
awesome best ebook reader love smooth page translations bedtime shade perfect hand held device kindle fire took e reader next level great apps music storage expansion price,5.0,True
bought work fundraiser recipient enjoyed,4.0,True
think great product would recommend,5.0,True
good deal unit even beat amazon,5.0,True
bought grandkids christmas like parental controls,5.0,True
havent long far good nice buy product works exactly supposed,5.0,True
bought daughter would taking school byod perfect size table offers loads amazon goodies prime member need good enough one requirement google app support since runs fire os everything amazon proprietary howto web getting google play store app integration device lacks upon fixes articles get google app store working tablet since would useful school requirements google apps returning otherwise great tablet fire os restricts google apps,5.0,True
bought adult son long flight absolutely loved definitely recommend,5.0,True
easy use navigate easy easy amazon downloads books apps etc im older generation finds hard navigate electronics tablet best buy employees great helping decide giving tutorial info tablet,5.0,True
fast fluid lots apps especially added google play storevery simple doesnt require anything voids warranty display sharp video games load quickly deducted one star amazons version android lacks ability customization,4.0,True
price excellent tablet high end laptop convert tablet almost foldover design normally use laptop mode also high end phablet sized phone sure often id use tablet want spend ish ipad fire great far days use phone alot want avoid charging per day dont need use laptop speed zippy screen clarityquality good enough storage even better ipads since expandable use gb card giving total gb expandable go gb tying amazon nice since amazon prime basic web surfing email facebook work great bad feature camera video quality matter since high quality camera video recorder phone slight negative light bleed noticed booting grey screen colorbrightness uniformity perfect eyes running really enjoying kindle component book magazine reading well overall probably best spent long time,5.0,True
larger size morememory better price great product wonderful service,5.0,True
many improvements older model excellent screen great battery life,5.0,True
great tablet needs email video games reading one,5.0,True
husband loves happy read anything chooses library also wifi access get email internet whenever wants,5.0,True
literally still using first gen kindle fire finally upgraded love new one negative speakers first one louder one,4.0,True
one purchased one mother law inch bigger screen hd one much easier eyes use longer periods time without eyes bothering,5.0,True
cant figure move books ive read cloud dont like clutter read download clogs,4.0,True
great extent expecting unfortunate work lots apps perhaps im using correctly im still learning,4.0,True
bought gift granddaughter loves plays games watches videos listens music,4.0,True
great memorygreat moviesgreat reading great gamesdo say,5.0,True
third fire tablet bought larger size nice,5.0,True
dont know much tablets sales associate recommended one need dont know use yet,4.0,True
talk g glad used kindles past years love love color well,5.0,True
kindle great theres one thing would want better speaker last kindle louder really miss louder speaker,4.0,True
bought christmas gift wife things started well lately wife issues hasnt working little months since shes im going try hard reset see helps,3.0,False
purchased gift wife bn nook dying absolutely loves especially since much im waiting nook start acting excuse get kindle,5.0,True
would recommend anyone buy product awesome,5.0,True
love new kindle fire replaces old one good videos good tv cable well every penny spent better deal tried amazon,5.0,True
replaced aging fire hdx noticed wifi connection improved screen larger prefers ipad air,5.0,True
nice little tablet great features bought one mom read without weight big book also loves nice backlight tablet night without lights,5.0,True
wanted something kids mode could limit time content works saw really low price couldnt resist otherwise would gotten padded kids version,4.0,True
looking upgrade old kindle reader stumbled fire hd reader tablet well fairly easy use really needed read books tablet well wish supported google play apps amazon apps check email get web serves purpose butwhen want read middle night getting web distracting,4.0,True
opinion slow internet use good yr old use purchased online curriculums almost impossible tablet speed internet connection great every laptop computer house,3.0,False
easy use nice sides easy read also easy load,5.0,True
prob original one purchased bedt buy replaced hassle free,5.0,True
would recommend fire tablet anyone easy set download apps use movies crisp clear,5.0,True
bought mostly backupand read books since larger cell phone back used occasionally may hours use till week sent laptop repairs probably used tot week watching rd primetime video week simply turned turn using power trick safe mode gone toast bought october quit february old fire lasted years use stereo speakers lasted week charge dayssturdier built full junk offered apps constantly trying add junk junk junk,1.0,False
good tablet con may reboot often,4.0,True
hate amazon app store nothing good tablet slow good reading,3.0,False
second fire wanted larger size make ebooks easier read pleased size clarity tablet easy take along tote perfect wanted,5.0,True
fixed alot issues complained,5.0,True
purchased tablet giftthey love easy use,4.0,True
video quality good works well amazon prime video music surprises apps disappointing many common apps available even though android versions bad modest expectations,4.0,True
easy use lightweight would recommend anyone,5.0,True
love amazon youll love kindle hd great size reading books streaming movies tv shows great sound listening favorite music less cant beat versatility little device,5.0,True
got daughterinlaw loves exactly needs,5.0,True
love every thing awesome read,5.0,True
purchased kindle fire husband loves older model loved dog accidentally broke updated version many new features loves,5.0,True
know many people kindle frees using cell phone memory bought one amount storage well cost item thank,4.0,True
holds long charge fast great space freezing resetting,5.0,True
wanted tablet want pay ipad fire great tablet crystal clear hd videos perfect inexpensive alternative ipad,4.0,True
solid amazon tablet invested amazon ecosystem,5.0,True
tablet designed primarily sell distribute store media purchased amazoncom product line ie kindle ebooks movies viewed stored online movie streaming service etc wellreasonably sharp screen good sound good battery life decent component materials uses version android os call fire os decently responsive fairly intuitive use aware cannot install run apps purchased google play store must rely amazons app store decent extensive either apples googles,4.0,True
replaced laptop easy use addition read e books listen audio books convenient,5.0,True
purchase replace fire hd left plane found return days later like smaller version due size years newer technology side,5.0,True
nd tablet works great downloading,4.0,True
big small right taking movies music go bought go amazon prime membership popped gb mini sd card plenty storage,5.0,True
bought device use children therapy practice taking awhile figure set organize took set things amazon approve charging account registering prime could figure settings picture quality screen beautiful camera photos pixelated,4.0,True
got year old granddaughter loves uses game play homework etc mom dad loves parental controls worry much,5.0,True
got year old granddaughter loves uses game play homework etc mom dad loves parental controls worry much,5.0,True
ok order get three working well needed get four one needed returned quite easy great kids love,5.0,True
found amazon fire hd easy travel back forth school easily transfer work class main computer home,5.0,True
daughter law love able experience convenience shipped,5.0,True
second kindle product loves new colors bigger screen,5.0,True
great value lot color choices able boost memory little extra made apps run much faster love,5.0,True
wife loves tablet shes using internet far worked flawlessly,5.0,True
daughter absolutely loves new fire lots space easy set lots apps,5.0,True
perfect tablet avid reader great functions light blue light filter safeguard circadian rhythm trouble falling asleep exposed light typical tablet easy use fits perfectly hand heavy one handed use,5.0,True
perfect tablet avid reader great functions light blue light filter safeguard circadian rhythm trouble falling asleep exposed light typical tablet easy use fits perfectly hand heavy onext handed use,5.0,True
second kindle items learn love easy get around apps,5.0,True
love choice colors two kindles purchased gift,4.0,True
new kindle fire easy setup great reading issues trying connect home network would recommend item anyone wants read get internet,5.0,True
got tablet spouse never one perfect,4.0,True
size right carry anywhere simple figure functions g would help store many ireader books long time read books far,5.0,True
nd tablet kindle fire hd reviewed throughly elsewhere many times solid performance money mainly wanna talk excellent buying experience local best buy stock employee extra miles locate stock somewhe like local store much ended ordering keep good work pleasant buying experience,5.0,True
bought yr old said came gb storage actual storage little less cant remember exactly much probably around gb necessary programs come already preinstalled mainly use games downloaded many games room external storage also front rear camera love product comes different color well got blue,4.0,True
ive love kindles years looking bit larger reading area got satisfied except goes blank repeatedly apparent reason stay back satisfaction,4.0,True
really enjoying new kindle fire hd picture awesome even movie use mostly read occasional game movie colors great size screen nice inch fire enough size difference movies etc make worthwhile plus great black friday price,5.0,True
sleek design easy use nice graphics,5.0,True
nice tablet year old daughter affordable charging battery frustrating time normally hit power button turn back plug outlet charge take many hours charge almost like allows tablet reset charge,4.0,True
perfect yr oldsmall enough tuck bag easily easy useperfect price point worries great,5.0,True
happy product miniature lap top,5.0,True
christmas present person received happy kindles new one obvious improvement previous ones,5.0,True
youre looking something basic good price u ipad quality u prime well worth,4.0,True
purchased gift mother amazon fanatic loves made christmas year,5.0,True
bought affordable alternative ipad mini liked expandable storage option size super easy use unfortunately granddaughter wanted ipad mini go apple products ended returning hindsight shouldve kept,5.0,True
works well video quality good easy navigate,4.0,True
purchased son loves read books saw watching old tv show sat showed could would figure thought reading books want one,5.0,True
grandson enjoying new games much bigger ipod,5.0,True
second one must one times,5.0,True
purchased two grandchildren loved reading games videos,5.0,True
bought wife constant reader put away previous kindles one internet access also find books anytime wants,4.0,True
get thing sale amazing deal amazon features right face books manga gaming amazon easy hold amazing battery life pretty decent screen sure galaxy tablets better specs price features get amazon make device amazing,5.0,True
everything wanted great value price,5.0,True
little complicated original kindle like,4.0,True
amazing get much tech low price thing everything need much faster old kindle,5.0,True
tablet great reading text good tab cheaper got wanted natural book feel reading books tab,5.0,True
easy set use best buy employees huge help teaching many features,5.0,True
great tablet invested amazon system nice screen functions well,5.0,True
love kindle easy use carry around books purchase,5.0,True
got aunt first tablet user friendly mostly reading,5.0,True
got wife christmas loves ipad kindle fire hd much easier use books occasional solitaire game glad bought mb would rather much storage space enough great product easy read books,5.0,True
love new kindle fire love convenience books time able entire library fingertips,5.0,True
grandkids play smaller one thought better get back,5.0,True
big screen see better loads games books fast,5.0,True
fast fun tablet great speakers compared previous fire tablet worth money,5.0,True
easytouse lots books obviously also lots apps,5.0,True
always kindle fire one overloaded books bought new one memory awesome fast also battery charges fast hold charge long time,5.0,True
dont option password ask buying apps authorized allow donenot many free good apps like apple,1.0,False
husbands previous tablet died sudden death gave back bought fire sound volume quality much better,5.0,True
meh works find difficult navigate also ipad mini seems less intuitive ipad,3.0,False
love new kindle login books older kindleexcellant purchase,5.0,True
great tab kids third fire tablet purchased kids,4.0,True
mom loves kindle fire hd first kindle time upgrade great buy birthday present,5.0,True
one first kindle fires years loved wanted another newer one great good battery,5.0,True
gets use everyday girlfriend bought complaints also love color also may get one,5.0,True
without kindle firei earlier model years agoit still going wanted backup,5.0,True
bought use kindle works fine good quality charges kindle quickly,5.0,
good,5.0,
works well love kindle,5.0,
nice,5.0,
works youd expect small compact nice charges kindle really quickly faster charges laptop little expensive glad ordered,5.0,
worked expected,5.0,
must item,5.0,
buyers phone charger work probably dont need buy,1.0,
good,5.0,
far product worked great bought replace kindle charger longer charging older kindle fire bought new usb cord well charges kindle much faster chargers would definitely recommend product,5.0,
great product met expectations,5.0,
plug seems working well think connection kindle worn,5.0,
okay far,4.0,
got one go kindle paper white works great,5.0,
fine works expected,5.0,
makes charging time quicker,5.0,
cheap need constantly make sure plugged slightly small saved bucks amazon quality,1.0,
handy,5.0,
worked fine however returned everything kindle small,5.0,
good,4.0,
charger produced amazon backed excellent quality control manufacturing process,4.0,
one glad ordered another never many usb chargers,5.0,
appreciate modular option directly charging kindle,5.0,
actually paid adapter youre mind,1.0,
yet received yet sure great assure would need go kindle voyage reader recharge anxiously awaiting arrival reader start getting books read sincerely judiemae,5.0,
perfectly packaged hitech mojo works advertised,5.0,
mean work fine fine theres nothing special joke amazon doesnt ship charging plug kindle first place able find plenty nonoem chargers thatll work terms watts voltage far less money like,3.0,
perfect,5.0,
turns necessary returned,3.0,
works,5.0,
third power charger buy cost since kindle fire purchase cant chargers last reasonable amount time connected charger received message saying low level charger probably would charge kindle use acceptable cost,1.0,
needed new one dog ate old one,5.0,
arrived intact works well charge little kindle,5.0,
pleased purchase,5.0,
nice compact shipped mail works well supplied kindle cord,5.0,
working well far,5.0,
wish came white match kindle paperwhite,1.0,
say plugit great option using plug charge apple ipod using usb cord adapter charges pod directly wall port prefer plug though,5.0,
meet needs feel supplied actually purchasing oasis ereader,5.0,
needed,5.0,
delighted plus really well made product,5.0,
works well,5.0,
good,5.0,
needed perfect,5.0,
takes many time even prime,4.0,
necessary recharging voyage kindle,5.0,
,2.0,
really expected chord price paid dissapointed,1.0,
easy uselong cord,5.0,
yes problem works great,5.0,
supposed put together well hold years,5.0,
works great included purchase kindle dollars,5.0,
rapid charge always good,5.0,
compatible south african plug standards bought unnecessarily,1.0,
great little charger works well price great,5.0,
item returned already item,5.0,
week works great,4.0,
wasnt thought price much got disappointed,1.0,
convenient,4.0,
works perfectly,5.0,
works well nice know additional chargers size im really glad bought paperwhite kindle,5.0,
works perfectly kindle,5.0,
works fine,5.0,
exactly described,4.0,
happy ordered time kindle,5.0,
nice compact short time charge good product,5.0,
buy else say,1.0,
use kindle works great,5.0,
adapter helps free computer ports charging kindle way,5.0,
great addition kindle,4.0,
works great,5.0,
youre gonna need doesnt come shipped paperwhite great purchase works perfectly,5.0,
dollar ac usb power adapter buck,1.0,
works great new kindle,5.0,
works great older kindle,5.0,
works well kindle,5.0,
great,5.0,
date working fine im hoping continues work usually charger goes bad though cord,4.0,
problems,5.0,
love allows charge without plug computer,5.0,
works fine,5.0,
works great charges reasonably fast im satisfied,5.0,
needed,5.0,
works great,5.0,
like charger specific kindle since cable comes kindle,5.0,
q whats difference amazon w usb official oem charger power supply v usb port power supply ul listeda calling w charger rather v charger distinction without difference,2.0,
personally think kindle come item people would need works fine,5.0,
highly recommend product previous kindle didnt one im please charger much convenient recharging computer,5.0,
works great reasonablypriced easytouse perfect kindle quick charge lightweight compact stores easily anywhere thanks info unit purchasing new kindle,5.0,
find better cheaper version bought initially staples charges faster fast kindle charger used couple years finally gave also possible charge still use kindle something able previous charger feature really miss still better alternative,3.0,
gets job done,5.0,
works expected,5.0,
good value,5.0,
item worked fine,5.0,
works fine charges described,5.0,
great second paperwhite second charger thinking third fourthbecause putting fiction one nonfiction thinking great kindle dedicated recipes another health books etc would marvelous,5.0,
ha day handy plug use handy plug keep extra extra one lose lose plug one,5.0,
thank,5.0,
handy included kindle,5.0,
good plug,4.0,
white plug itll work,5.0,
used charger right away kindle running like compact size,5.0,
good quality,5.0,
charger kindle paperwhite makes certain charging kindle proper charging power,5.0,
job perfectlythanks,5.0,
doesnt good without cord go,1.0,
invested amazon ecosystem never many,5.0,
imagined good product,5.0,
fine,5.0,
say works,5.0,
usb home worked kindle must,5.0,
works advertisedl,5.0,
works great expected kindle doesnt need charge often use time phone nice charger one room,5.0,
works perfectly couldnt pleased,5.0,
works easy every place go,5.0,
reader,5.0,
excelente,5.0,
nice extra plug,5.0,
surprise works quite well,5.0,
works great charging kindle,5.0,
works like charm looking,5.0,
functions expected,5.0,
much better old one replaced,5.0,
waste money,1.0,
great plug charge device,5.0,
great charger like better square ones,5.0,
reliable wellregulated dual voltage v v without much heat generation europeasia,5.0,
works great,5.0,
good produt,4.0,
muy bueno,5.0,
works,5.0,
got replacement daughters kindle works much better one came box idea thankful sent,5.0,
ripoff use apple usb plug instead free,2.0,
wonderful,5.0,
work great,5.0,
adaptor doesnt work maybe im something wrong instructions looks pretty simple simply doesnt work,1.0,
charger worked well charging voyage comes separate purchase voyage found think bundledwith purchase price kindle voyage,5.0,
works like charm,5.0,
supposed,5.0,
w raked f reat,5.0,
excellent product simplifies wifi television viewing,5.0,
usually charge kindle via computers usb ports able recharge device occasions away computer,5.0,
expected,5.0,
according info paperwhite charges faster charger made kindle think brand work came package deal bought paperwhite otherwise wouldve skipped used ive using old kindle gave stars like feel overpriced,4.0,
silly arent provided purchase kindle super expensive,2.0,
works,5.0,
good buy,5.0,
taken couple years calmness arthritis heart dont know really helps doesnt hurt read favorable things company quick delivery,3.0,
overpriced,2.0,
works well new kindle,5.0,
havent used yet knew wanted one dont use computer every time want charge ereader,4.0,
satisfied,5.0,
thanks,4.0,
fits works everything,5.0,
dont know wouldnt included kindle like selling appliance without parts,1.0,
works fine alittle pricy kindle without good,4.0,
works great kindle,4.0,
works perfectly new kindel,5.0,
rate chargersomething need dont really want works okay,3.0,
love kindle paper white easy use w usb charger,5.0,
little bigger original one kindle fire prongs fold works great,4.0,
quick delivery works,5.0,
needed,5.0,
ac adapter work ok yes half dozen around house didnt need buy,4.0,
needed extra charger cabin would pack one back forth arrived time time got time next trip works like original,5.0,
need,5.0,
works fine,5.0,
happy purchase,5.0,
charges good sturdy charger feels like good quality like plastic feeling get buying cheap types charger,5.0,
perfect thanks,5.0,
good product,5.0,
problems although simple common product seems little pricey works well charger kindle,5.0,
love little critter,5.0,
provided use correct cable fast charge wifes idevices needed lost two apple chargers,5.0,
kindle longer charging properly solved problem,5.0,
works advertised never worry dead battery,5.0,
excellent,5.0,
works,5.0,
works great expected,5.0,
five stars charging seem right give low rating something basic returned whole kindle package stars charger full disclosure use reason detract itit wall charging base charges,5.0,
works advertised,5.0,
perfect thank,5.0,
excellent item,5.0,
worked perfectly,5.0,
never loved hated one great cause works,5.0,
bueno,5.0,
priced due cost kindle come kindle,1.0,
really enjoyed item,5.0,
works good purchase charger better specs amazon much cheaper purchased port watt charger cost,4.0,
good products,5.0,
nice product,5.0,
great charge kindle ebook reader without need computer,5.0,
ordered amazon w usb official oem charger power adapter fire tablets kindle ereaders however received nothing like pictured received charger cord states lg electronics verizon accessory certain item,2.0,
works well,5.0,
excellent product,5.0,
dont think adapter seems work fine charge new kindle lots old one probably new kindles problem ill charge old power adapter see charged old adapter new one go ahead buy adapter,4.0,
good item,5.0,
way priced,1.0,
works counts,4.0,
helpful power readers anywhere,5.0,
works well intended,5.0,
didnt really need came kit kindle never many,5.0,
works fine charger,5.0,
working expected,5.0,
suppose power adaptor chargerthree stars overpriced,3.0,
serves purpose,3.0,
nd one work great,5.0,
scribed,5.0,
fine necessary known could charge kindle tablet andor phone charging cord would bought,3.0,
power cord works well however still trying see made mistake buying love size better functions older models dont get know th kindle,5.0,
functional sure usb cable firmly installed base get connection,3.0,
exactly expected,1.0,
quick easy use,4.0,
