reviews.text,reviews.rating,sentiment,reviews.doRecommend
previously two roku devices ended switching fire tvs interface feels much better apps seam respond better roku,5.0,positive,True
everything worth price compared expensive holds compact fast amazingand check price,5.0,positive,True
bought daughter everything needs setting parental controls quite simple great value,4.0,positive,True
great tool around house like personal assistant finger tips,5.0,positive,True
bought granddaughters christmas present loved,5.0,positive,True
streaming services run great multitasking terrible though lot games arent supported good browsing web streaming,4.0,positive,True
wonderful instrument quick response time good memory downloading games apps videos great sound quality great video quality,4.0,positive,True
bad tablet u like reading u prefer aosp customs android oses suggest nexus,5.0,positive,True
amazon prime membership would suggest device also remote access alexa possibilities using smart home devices,5.0,positive,True
older kindle keyboard one lighter touchscreen back light worth extra buy one backlight daughter doesnt need worry whether book light reads long trips,5.0,positive,True
favorite part easy read night,5.0,positive,True
fire tablet good products amazon used many ways great educational product child easy setup start using,5.0,positive,True
bought tablet children two years ago eleven eight years age enjoyed much bought one eight year old godson,5.0,positive,True
faster firestick navagating around doesnt freeze much,5.0,positive,True
perfect christmas gift family one,5.0,positive,True
got good deal bestbuy would buy full price unless buy lot amazon implementing automation house skills useful like dish integration smart plugs etc,4.0,positive,True
love echo doe everything say love listening music echo speakers really good,5.0,positive,True
brought product love much faster fire stick works great wit home automation,5.0,positive,True
got kids use freeplay month added gb memory card hd screen still looks good faster quad core tablets probably running heavy graphics great casual use children,4.0,positive,True
bought christmas hit alexa easy use totally satisfied,5.0,positive,True
echo works well music lover children like ask questions tried weeks decided wasnt seldom listen music unless im car much money sit idle great product right person lot potential,4.0,positive,True
great tablet grandaughter uses kindle settings little girl pre school,5.0,positive,True
love gadget highly recommend easy set,5.0,positive,True
happy udated fire love camera work way way use,5.0,positive,True
third one get better time love reading doors without glare making hard see,5.0,positive,True
wanted echo quite awhile went half price couldnt resist synced right smart products without issue,5.0,positive,True
great ereader comfortable hold screen built light sensor adjusts ambient light always easy see go dark room blazing sunlight always visible screen,5.0,positive,True
cant say enough great things fire hd low cost still almost everything ipad want great tablet low cost look amazon kindle fires,5.0,positive,True
great addition family simple set program understand programming set great,5.0,positive,True
got christmas gift family member really cant beat price tablet especially compared tablets price range blows digiland tablets water pretty simple use thing dont like amazon app stores selection apps,4.0,positive,True
great checking emails watching netflix,4.0,positive,True
purchased christmas gift grand babies,5.0,positive,True
good upgrade basic kindle,5.0,positive,True
great tablet works good fast easy get apps,5.0,positive,True
glad bought great movies everyday games,5.0,positive,True
inch kindle fire right put purse take appointments dr office anywhere wait really enjoyed bought relatives friends,5.0,positive,True
fire anything pad much attractive price,5.0,positive,True
love kindle fire exactly need,5.0,positive,True
great tablet price comes amazon app store plenty apps selections dont miss deal,5.0,positive,True
looked getting kindle year looked specs also tablets enjoy reading traveling pack books cruise decided get kindle fire great price get try love someday upgrade larger model read books ready waiting read great one start using ereader,4.0,positive,True
excellent collection apps interface really smooth hick ups,5.0,positive,True
first kindle would buy another one expected,5.0,positive,True
amazon fire good tablet like ebooks also nice get sixmonth subscription washington post claim gigabytes storage misleading gives want charge amount money paid tablet unlimited storage another problem cant flag something inappropriate like samsung galaxy tablets,2.0,negative,False
convenient models used,5.0,positive,True
amazon ipad basically better opinion,5.0,positive,True
still learning echo awesome love shopping list timer silly games working getting plugs light switches control house,5.0,positive,True
tablet self seem little slow price got kids totally acceptable,4.0,positive,True
little tablet marvelous smart phone slips effortlessly handbag scanned store etc quick respond cant say enough,5.0,positive,True
great buy good starter smart home got accessories,4.0,positive,True
didnt want mess pay additional satellite box great way able watch things bedroom converted tv room,5.0,positive,True
bought year old loves durable easy use price great,5.0,positive,True
easy simple grandson use problem using,4.0,positive,True
table okay great kids,2.0,negative,True
strings well works well direct tv would recommend product,5.0,positive,True
first bit skeptical sensitivity touch screen new kindles great reading smooth quite please purchase,5.0,positive,True
love functional complete needed,5.0,positive,True
first ereader ever novice like kindle large part life way printed books always compact weighs little great features touchscreen adjustable brightness easy navigate download books battery really lasts long time advertised wish public libraries books kindle format better interface ebooks,5.0,positive,True
used kindle many years ago didnt like size weight lack backlight solves problems find screen little small vision increase font size need turn kindle page times book page thats otherwise well turns page smoothly easy use,4.0,positive,True
bought one last year christmas gift amazing bought year gifts loved,5.0,positive,True
little bit slow perfect fit years old daughter,4.0,positive,True
kindle fire kids perfect size toddler case super durable love set age appropriate child grows,5.0,positive,True
fun interesting better apps software available item advancedavailable,4.0,positive,True
great speaker alexa awesome works seamless phone amazon service directional mic great,5.0,positive,True
love box better stick one love directly connect ethernet cord usking ultimate speeds android os play get best programs,4.0,positive,True
owned amazon echo almost two months enjoying,4.0,positive,False
purchased paperwhite turns like better paperwhite even cost bucks,5.0,positive,True
use read things purchase items amazon doesnt play favorite games app store sync android projector dont really get full use larger screen think uses shouldve purchased eink version maybe fullandroid version,2.0,negative,False
screen easy read even beach love able download new book time,5.0,positive,True
fastest tablet fine use camera great,4.0,positive,True
easy use nice sides easy read also easy load,5.0,positive,True
great addition home switch lights rooms use create appoint lists dance morning life using amazon music feature,5.0,positive,True
eventually return shades yellow backlight using night okay day time night usually read expected premium cost product especially annoying read landscape mode guess amazon needs better qa department,1.0,negative,False
great product able connect modem directly great solves streaming issues normally associated using wifi,5.0,positive,True
gift really loved instore service clerk educated product,5.0,positive,True
great tablet someone dont experience electronics,4.0,positive,True
nice efficient gadget user friendly even young kids love use,5.0,positive,True
bought wife christmas fun gadget,5.0,positive,True
bought tablet son works great love shopping best buy electronic needs,5.0,positive,True
great gift bought someone christmas gift loves,5.0,positive,True
bought gift girlfriend loves little fire like holding flat screen nice picture,5.0,positive,True
great black friday deal love tablets recommended,5.0,positive,True
awesome tablet purchased one granddaughter christmas,4.0,positive,True
really enjoying benefits alexa greets us every morning fun fact news weather devotion reads kids book evening turns lights plays medley songs sleep love prime membership great things adds alexaand read added apple iphonewe buying floors home speakers quality also good highly recommend buy one,5.0,positive,True
really enjoy echo really would recommend someone prime membership,5.0,positive,True
excellent product use kids time great,5.0,positive,True
wife generally like technology gifts several items house connected echo including light bulbs sold separatelyoverall lots functionality echo includes trivia games hot potato play kidsenjoy much would recommend anyone looking device like home,5.0,positive,True
kids watch movies car link mobile device share unlimited internet tablets set hulu netflix accounts tons hrs movies shows amaxzon also gives year subscription games worry free years replacement guarantee,5.0,positive,True
fire tv fast easy use easy navigate,5.0,positive,True
love amazon fire able play movies shows fire great,5.0,positive,True
tablet great surfing internet downloading movies watch airplane,4.0,positive,True
love kindle works better expected kindle much faster old tablet,5.0,positive,True
easy use fast sleek battery holds good charge happy,5.0,positive,True
bought fires children great purchase arent expensive easy maunuver even kids love,5.0,positive,True
kindle rocks tons storage awesome price,5.0,positive,True
bought yr old loves easy use great product price love using,5.0,positive,True
bought husbands birthday impressed,5.0,positive,True
bought young granddaughter christmas husband liked bought one,5.0,positive,True
bought tablet husband download books play games surf internet wasnt sure would like tablet good inexpensive trial tablet really enjoys,4.0,positive,True
went bestbuy purchase replacement mine died loved kindle decided get fire perfect needs,5.0,positive,True
item great better android boxes online,5.0,positive,True
kids able play games watch movies road trips win,5.0,positive,True
happy use take commutes entertainment next level,4.0,positive,True
amazon fire tv pretty nice highly recommend star item,5.0,positive,True
love amazon products many amazon products home refer everyone gets one,5.0,positive,True
excellent replacement apple tv love quick easy use whole family enjoys,5.0,positive,True
imy rd kindle devicei chose becazuse haf memorystoeage,5.0,positive,True
amazing device nothing say,4.0,positive,True
great read day night easy carry,5.0,positive,True
love safety features parents protect little ones content internet love preloaded programs,5.0,positive,True
works great provides everything need love parental controls color screen camera functions easy setup,5.0,positive,True
love able make specific profiles children,5.0,positive,True
bought year old loves easy use navigate,5.0,positive,True
kindles easy carry traveling long flights,5.0,positive,True
late christmas gift updated paperwhite difference noticeable,5.0,positive,True
pretty cool und stood commands,4.0,positive,True
love little speaker voice activate alarm time ask alexa weather day amazing,4.0,positive,True
really enjoying alexa echo bought mother law one christmas also loves,5.0,positive,True
works better anticipatednow dont need ambient light easy use read,5.0,positive,True
got tablet kidsages really good starter tablet excellent parental controls necessarily bells whistles still excellent tablet especially kids,5.0,positive,True
usre echo alot house even connected harmony hub home automation control house,5.0,positive,True
doesnt allow apps memory card,5.0,positive,True
love ask alexa daily joke tell weatherthe newslove,5.0,positive,True
got give voice activation phillips hue,4.0,positive,True
first tablet fun learning use great price,5.0,positive,True
basic kindle decided get one main reading device,5.0,positive,True
echo amazing gadget answers questions faster could look answer online great alarm clock fun ask echo opinion questions often great come back answer sings tells jokes one funny bedtime story started learning,5.0,positive,True
savvy table user actually dont like tablets start prefer convertible windows laptop bible app called youversion useful iphone screen small laptop big carry church tablet perfect coupled leather case easier hold enjoyable use got sale best buy tax great deal incredible price,5.0,positive,True
tried apple tv chrome tv roku like best,5.0,positive,True
started fire stick upgraded fire tv much faster processor runs add ons better great home tv set,4.0,positive,True
bought tablets two youngest children lot options chose far children apps go already familiar ipad since stole mine time lol made hard well figure use first besides good product,3.0,neutral,
much better viewing tiny phone great price,5.0,positive,True
bought tablets niece nephew love niece whos shown mother things great products,4.0,positive,True
bought husband replace old one uses time would recommend,5.0,positive,True
great tablet especially price ipad means run play lot androids apps works wifi micro ad card reader,5.0,positive,True
good performance also good worth money spent,5.0,positive,True
good tablet purchase first time tablet user,3.0,neutral,
follow instruction youtube jailbreak item get access movies still theaters,5.0,positive,True
easy setup big hit parties excellent speaker,5.0,positive,True
easy use good first tablet would highly recommend,5.0,positive,True
fire tv much better stick provides features easy use highly recommend,4.0,positive,True
easy set getting music amazon,5.0,positive,True
alexa great enhancement home automation system need research order find part fun recommend tech geek,5.0,positive,True
essential tablet reading extensive library books amazon store,5.0,positive,True
used streaming devices far best easiest use good tool help cut cable cord,5.0,positive,True
great product future reading paperless,5.0,positive,True
excellent tablet however app store good android,4.0,positive,True
tablet great much better old tablet,5.0,positive,True
although roku three needed playstation vue isnt available available fire tv prime membership probably one people dont like nothing way amazon get buy stuff cant set menus show content apps downloaded cant put first list,3.0,neutral,
tried roku vizio streaming boxes fire tv blows away also tried several streaming sticks fire tv box responsive higher quality remote alexa adds fantastic value speech commands fantastically integrated wanting utilize k streaming great start small investment,4.0,positive,True
old kindle one blows one water easy read low light lots light kindle really stepped game im glad got new one,5.0,positive,True
bought fore grandkids love,4.0,positive,True
kids love think buy another one holds good charge loud pretty durable inexpensive,5.0,positive,True
love product pricewould recommendcustomer,5.0,positive,True
purchased christmas gift daughter bought amazon echo dot would recommend anyone considering automate house,5.0,positive,True
purchased installed item onto kindle still trying figure storage onto new sd card works know think return store get someone show operate,3.0,neutral,
great display colors easy use good entry level tab great price seems durable great apps would recommend anyone wanting entry level tablet,5.0,positive,True
fantastic sound small speaker excellent impressed potential capabilities difficult set get various apps needed things like get weather order items etc wish came pre installed guess,4.0,positive,True
good kindle much different ones worked exactly expected,5.0,positive,True
great alternative internet connectedgaming tablet reading device kids use bed night,5.0,positive,True
sister law needed new tablet amazon good choice also got one mom dad,4.0,positive,True
purchased kids hard navigate ended purchasing ipad,2.0,negative,False
responds better husbands voice mine helpful easy use,4.0,positive,True
much fun echo alexa plays favorite music weve saved libraryfinds new songs gives us news updates weather reports know much time experimentthe sound quality great bought bought second one christmas gift,5.0,positive,True
sure quality first kindle fire would longer charge properly cheaper get new one rather attempt old one fixed already problem one charging properly however believe problem might charging cord tablet,3.0,neutral,
good product speed price apps apt,5.0,positive,True
amazon echo simply amazing product able set minutes addition normal stuff see tv commercials also integrates well existing gadgets nest thermostats rachio sprinklers fitbit security system harmony remote hub etc ifttt wife loves watering flowers outside asking alexa thing really mad bought best buy days ago,5.0,positive,True
perfect size reader beautiful screen video viewing,5.0,positive,True
good inexpensive tablet use control e series vizio andriod box apps open slower galaxy edge everyting works expected note google play store available without modification,3.0,neutral,
year old son saved allowance money order buy tablet research decided based price features tablet connect home wi fi access internet tube games monitor accessing safety purposes much smaller ipad mobile easy kids use bought case protect drops allows son work multiple angles tablet,5.0,positive,True
use home instead computer gave four stars instead five seems lose wifi frequently however could due house wifi issues tablet fast easy use love ease downloading books,4.0,positive,True
fun device easy installthe sound good fits anywhere would recommend friend,4.0,positive,True
root cyanogenmod becomes good inexpensive android tablet,4.0,positive,True
enjoy reading paper white kindle easy learn use fits nicely purse light weight many font choices make print large,5.0,positive,True
love echo music amazon prime ask play song artist even genre also love using timers reminders create grocery lists,4.0,positive,True
tablet much faster nexus perfect replacement great price,5.0,positive,True
still getting used remembering use echo plenty applications yet try love alexa plays music every mood adding second one upstairs,5.0,positive,True
fire tablet simple sufficient internet browsing amazan fire reasonable cost cheap,5.0,positive,True
really enjoy echo ask anything great speaker sound love listening music excellent product glad purchased,5.0,positive,True
feel tablet perfect fit boys age,5.0,positive,True
little thing everything quickly could use case think getting one ereader everything supposed,5.0,positive,True
item ok looking big name brand tablet,4.0,positive,True
got gift daughter shes college helpful keep track schedule emails appointments,5.0,positive,True
depends using dollar tablet extreme gaming highly recommend device better light use safe side use h day h day battery average runs faster heats playing game u tight budget useful another major problem almost apps would get iphone android availabe amazon fire appstore way download example clash clans racing rivals decided withdraw amazon contract delte game amazons app stores bigger titles omg even snapchat,2.0,negative,False
surprise getting kindle price great device read books,5.0,positive,True
box amazing fast smooth interface kid friendly great price,5.0,positive,True
world product price point said advertises nothing lessa little slower compared samsung tabs ipads less blackfriday cant complain,5.0,positive,True
tablet bought year old uses learn,5.0,positive,True
fire tv works fine remote leaves connection sometimes,4.0,positive,True
kindle upgrade older model slimmer design nice purple color,4.0,positive,True
ive kindles since first came love,5.0,positive,True
said item worth price emailedintroduced bestbuycom lucky buy,5.0,positive,True
gave gift christmas still cant get set go geek squad help,3.0,neutral,
pleasantly surprised well works bought e reader didnt work nervous buying kindle works great son loves,5.0,positive,True
bought item previously using firestick happy streaming would buffer bit id like friend mine recommend sand said little almost buffering exactly little buffering even streaming iphone amazing device really like,4.0,positive,True
contemplated getting kindle paperwhite several months purchasing kindle paperwhite fantastic lightweight easy handle worth every penny paid first thing download free books never opportunity read mainly classics books philsophy government leadership love take read hearts content made great decision made purchase,5.0,positive,True
bought daughters gift loves playing,5.0,positive,True
great tablet beginners anyone great value,5.0,positive,True
wife loves tabletit light weight,5.0,positive,True
wasnt sure nontechie family member would get much use still gave birthday gift wrong underestimate much would enjoy product cant stop raving loved much also bought echo dot use bedroom like simple easy setup use,5.0,positive,True
enjoying kindle like lightness great buy,5.0,positive,True
great price research found,4.0,positive,True
love product works great great price,5.0,positive,True
two kids ages great watch cartoons slowly getting puzzles books games easy setup link amazon account gave stars one downfall tablets bit slow side either downloading content loading videos kids less patient adults know overall well worth money,4.0,positive,True
tablet sturdy great kids games learning,5.0,positive,True
love amazon fire great talking piece newbies easy install,4.0,positive,True
amazon tv great streaming devise voice controlthe fire tv also streams k,5.0,positive,True
love new echo ask questionsget answers want musictell get sound really good listening voice good,5.0,positive,True
far enjoyed using device found serious application yet enjoy tried far,5.0,positive,True
running smooth good tablet low price,4.0,positive,True
great starter tablet first time tablet owner bought mom loves great watching netflix surfing web,5.0,positive,True
love things sold everywhere except bestbuy,5.0,positive,True
love product dont know took l,5.0,positive,True
already ipad bought see fuss havent used hardly ever,3.0,neutral,
short time great even year old nephew enjoys,5.0,positive,True
bought hd fire wifei liked decided buy fire hd love itnice graphics easy use,5.0,positive,True
amazon fire tv model black yrs love found fire tv much better regards less buffering fire stick great product,5.0,positive,True
third kindle reader exceedingly impressed paper white best far happy longer need bulky clip lights read night,5.0,positive,True
purchased mother mothers day easy set easy use great buy value,5.0,positive,True
screen clear fairly light imo interface nook little better kindle ecosystem much better,4.0,positive,True
tablet nice lots amazon access would good thing someone little older,4.0,positive,True
purchased fire tablet expectations average performing tablet best surprised see tablet performed way better expected still would recommend tablet anyone wants good performing tablet without hd screen,4.0,positive,True
tablet amazon decent performance tablet de end,3.0,neutral,
decided get echo kept reading everything alexa could disappointed controls tv security front door shopping lists ease understands unlike siri love,5.0,positive,True
sales person excellent knew product able answer questions bought kindle paperwhite geek squad synk laptop love guys,5.0,positive,True
bought wife basically reading books come love constantly reading lighting wasnt issue would gotten readerwhen isnt reading borrow puzzle type games great ipad stretch convenient mini also owns prior amazon fire reading iphone,5.0,positive,True
excellent good ipad fraction price,5.0,positive,True
really cool tech like versatility item would recommend everyone,5.0,positive,True
bought year old loves thing uses youtube videos,5.0,positive,True
really enjoying echo listening music using alarm reminders,5.0,positive,True
bought fire stick fire tv product far best streaming device available market would buy dont anymore tvs,5.0,positive,True
purchased mom days christmas day free shipping arrived time issues mom loves likes read digital books watch netflix tablet allows also loves small enough fit purse bluetooth capable,5.0,positive,True
really really really really really really awesome,5.0,positive,True
alexa awesome answers called every time,4.0,positive,True
wife loves new fire tablet easy use rubs quickly smoothly,5.0,positive,True
graphics great price would highly recommend,4.0,positive,True
tablet good bought farall nephews nieces one loving,5.0,positive,True
love kindle fire previous nook user much better much happier,5.0,positive,True
got fire hd originally ebooks since ecopies much cheaper easy use especially tech friendly glad got,5.0,positive,True
daughter loves tablet however replace first one bought couldnt connect wifi properly second one works fine,3.0,neutral,
going percentages would get improves greatly old fire stick faster processor k support freedom install rd party apps literally device need access anything could ever need gripe missing vudu otherwise one best streamers currently available,5.0,positive,True
using playstation vue tv hbo works great,5.0,positive,True
travel device everywhere love access entire library simple use device paper white screen easy eyes battery power,5.0,positive,True
bought wife birthday loves,5.0,positive,True
hands free ask anything shell answer speaker loud,5.0,positive,True
bought granddaughter loves,5.0,positive,True
year old grandson enjoys playing tablet say playing thinks programs games play point probably realize enjoying games also learning enjoys lot,5.0,positive,True
latest amazon hd tablet good tablet price updated processor extra memory expansion slot allow good performance use tablet netflix hulu browsing internet emails work smoothly would recommend anyone looking cost effective tablet,5.0,positive,True
love everything want cant believe great,5.0,positive,True
got year old year old love education apps books reads read along would recommend getting case little ones keep protected,5.0,positive,True
thought using phone read ebooks less wanted read voyage gotten back reading light holds charge week least request wish could white letters black night,5.0,positive,True
surprised much like new tablet better previous tablet,5.0,positive,True
love kindle voyage get distracted read tablet decided purchase ereader happy hope meet reading challenge,5.0,positive,True
product easy use take along,5.0,positive,True
tablet exactly says going got black friday hard believe sell something like make money works great easy use lots free book amazon,5.0,positive,True
tablet performs well better tablet great price issues complaints whatsoever,5.0,positive,True
great tablet price amazon os bit sluggish great kids keep laying around house,4.0,positive,True
talk bang buck using moment write review love,5.0,positive,True
good smaller tablet use lightweight easy carry,4.0,positive,True
bought device dad fairly simple games internet use,4.0,positive,True
excellent tablet watching movies tv get extra memory sd card good go,5.0,positive,True
family love echoalexa specially kids ask almost anything alexa,5.0,positive,True
great screen little slow times screen touch could better,4.0,positive,True
great value price grabbed kiddos capable playing games know put google play store,5.0,positive,True
mainly use anazon echo streaming radio stations shopping list alarmstimers volume device pretty decent kids love asking alexa sorts questions wish could turn radio station instead alarm overall good purchase,4.0,positive,True
great tablet cost going buy,5.0,positive,True
love take little getting use tooalexa nice personal assistant ask anything first u give skills app,4.0,positive,True
quality comes apps installed durrible love case,5.0,positive,True
one best products use long time could watch live television movies catch shows like international domestic,5.0,positive,True
got granddaughter take spring break trip read whole way wonderful,5.0,positive,True
streaming sony bluray bought access hbo turned much offer really fantastic piece equipment sony great number streaming apps fire tv much lots things really missed pbs pbs kids well access amazons music streaming im happy bought,5.0,positive,True
easy read beach bright sunlight good battery life,5.0,positive,True
christmas gift family member love easy quick set practical use home travel,5.0,positive,True
absolute steal price great product great functionality,5.0,positive,True
works good nice screen brightness resolution,4.0,positive,True
great product like verbal google finds plays music,5.0,positive,True
echo machine says speaker similar bluetooth speaker commands easy find using alexa many times day much better responsiveness siri phone,5.0,positive,True
bought seeing sons echo visit wife loved bought one upon return home,5.0,positive,True
love kindle best size price wonderful applications download reading play movies music plus rating,5.0,positive,True
working great sudden wouldnt come,3.0,neutral,
reading ipad mini scared would damage carry around perfect,5.0,positive,True
christmas present yearold perfect kids inexpensive still gives access games educational apps much dismay limit screen time really enjoys product,4.0,positive,True
debated tabletreader buy decided fire pleased bought sale great price,5.0,positive,True
second kindle bought basic reader convenience choice reading materials comfort reading kindle beat,5.0,positive,True
fun gift family alexa many things easy work sound quality speaker great overall great purchase,5.0,positive,True
loved price good gb memory phenomenal,5.0,positive,True
travel lot stay different hotelsit works perfect allows signin hotel internet page verification without get added hotel via internet administrator get applications need even added extra make personalized great product price right,5.0,positive,True
great product would recommend,5.0,positive,True
good product basics bad price buy specific light control security system make useful,4.0,positive,True
kindle fire image clear helpful kid love definitely recommend buy,5.0,positive,True
device excellent streaming product let unlimited movies tv shows,5.0,positive,True
kindle fire great already one happy giving one gift,5.0,positive,True
shows one third price cable,5.0,positive,True
bought three tablets children various ages play everyday difficult find apps similar google play find apps enjoypros easy usecons take time find apps really want use google play store,4.0,positive,True
good device use often wish would waited sale otherwise works well ive using especially given rising costs cable wait next day catch show hd antennae say bye bye cable bills minus internet course love included remote alexa home system set hubs voice remote used control alexa youre looking cheaper version stick work game best bet especially quicker processor,5.0,positive,True
bought gift someone travels often loves said quality expected,4.0,positive,True
rd kindle pleased ease use features amazon offer suggested brother get one kids happy actually uses much kids looking buy one suggest buying case help protect bumps bruises lost st gen kindle dropped without case,5.0,positive,True
read reviews thought would give device try works great buffering issues picture quality excellent,5.0,positive,True
purchased one family christmas absolutely loved bought echo dot coworker wouldnt stop talking decided buy wife birthday say wow super easy set blast use connects sorts connected home devices like light switches wifi router plays jeopardy reads news morning along playing music command love setting alarms reminders adding shopping list making purchases amazon voice definitely buy want make home much dinner,5.0,positive,True
purchased wife replace previous kindle loves great product,5.0,positive,True
love fire boxit gets channels even new movies still theater,5.0,positive,True
th th fire tv purchased every room completely cancelled cable pay month internet use fire tvs zeus tv box program downloaded get movies tv shows want free fire tv super fast download speeds buying family year,5.0,positive,True
bought another one first one stopped working seems match cheap price made cheaply,3.0,neutral,
love alexia answers questions plays music dont pay,5.0,positive,True
bought boys love tons features battery keep boys playing,5.0,positive,True
everything expected easy hook,5.0,positive,True
able ask anything get instant answer pretty neat stuff,5.0,positive,True
bought boys love read books play games,5.0,positive,True
simple use great childs first electronic,5.0,positive,True
easy read beach bed love kindle,5.0,positive,True
bought son christmas loves many apps download loves,5.0,positive,True
device perfect viewing beach planes etc easy use,5.0,positive,True
tablet great performance price excellent,5.0,positive,True
get pay kindle fire excellent kindle reading books great using internet used using another tablet much quicker frustrated using kindle doesnt measure tablets still worth decent reading device,3.0,neutral,
fire tv nice upgrade fire stick fast expandable storage best tvs high resolution,5.0,positive,True
really enjoy kindle easy download books easy read beach,5.0,positive,True
better thought would use everyday,5.0,positive,True
echo dot tap issue tap got echo means time got tab already used calling commands questions echo course tap physically get touch tap think first started tap touch wouldnt difficult remember tap tap habit call wish id gotten tap first graduated echo try tap first might decide dont even need echo definitely wont disappointed,5.0,positive,True
doesnt understand commands questionsbut good overall,3.0,neutral,
ni problem run good easy use remote usefull,5.0,positive,True
love able programmed watch anything everything world,5.0,positive,True
christmas present kindergartener loves,5.0,positive,True
alexa super easy set works great even youre amazon prime member prime added benefits awesome added echo dot,5.0,positive,True
owned tablets currently ipad iphone im invested amazon ecosystem via kindle ereaders fire tvs tablet incredibly affordable offers acceptable performance heavily restricted figure install google play store amazon app store missing huge number every day apps great extension fire tvs certainly good choice primary tablet kids parents dont apple budget personally still find reaching ipad,3.0,neutral,
nice toy useful unless controlling house full appliances lights etc also fan bing search engine echo uses,2.0,negative,False
one lower one worth youre serious reader put,5.0,positive,True
mom dad already kindles time yearold one perfect great size even greater price,5.0,positive,True
great stereo quality ask alexa lower sound volume skip song bought one son xmas loves waiting buy charger,5.0,positive,True
bought cheaper tablets kids past however sales associate recommend tablet dollars far really impressed difference quality,5.0,positive,True
getting quality device perfect web browsing media streaming,5.0,positive,True
amazing cheap easy fast best one media device ever created,5.0,positive,True
problem purchase best buy made good good,4.0,positive,True
handy device near family rm kitchen great timer cooking excellent speaker kind music,5.0,positive,True
probably amazing electronic device home thing would make better could connect sound bar little better sound thing answer almost anything well worth money everyone least one buy,5.0,positive,True
bought year old loves perfect breaks wasnt expensive device well worth,5.0,positive,True
amazing wonder product ever bought would recommend,5.0,positive,True
brought mom loves worth every penny,5.0,positive,True
good tablet lot tablet money great kids,5.0,positive,True
got neices nephews love,5.0,positive,True
works well easy use straightforwardwould recommend anyone,5.0,positive,True
previously owned kindle paperwhite version substantial improvement new screen much brighter response quicker,5.0,positive,True
got husband amazon got two grandkids christmas best buy great black friday deal,5.0,positive,True
bought soninlaw loves wanted another device instead iphone way wont disturbed emails using great price,5.0,positive,True
fire hd great easy maneuver easy use transition original kindle fire much versatile original really glad upgraded,5.0,positive,True
much lighter last kindle love great value price,5.0,positive,True
far good compatible things responsive way better using siri lol still love apple,5.0,positive,True
one best media player options streaming tv,5.0,positive,True
amazon tap got black friday sale far feel easy think use use bluetooth speaker sound good maybe learn use,3.0,neutral,
kids really enjoy alexa buy future,5.0,positive,True
good alexa recomed people buy sound good,5.0,positive,True
love kindle paperwhite thin light weight easy eyes easy throw purse im heading,5.0,positive,True
pretty fast stable internet connection mbps downso tried stream k content kept buffering point wouldnt load video anymore even streaming p content issues used dedicated apps tv see problem nope worked flawlessly product plain sucks,1.0,negative,False
worked good month kids loved went black wouldnt come back sending back get new one warranty,2.0,negative,True
super fast good storage cool able iunstall kodi easy access,5.0,positive,True
got yr old main concern parental controls parental controls awesome feature easy set amazon plenty free apps kids didnt need purchase extra thank im happy purchase,5.0,positive,True
im optimist tend give star reviews anything ive people make comment however cannot give star review simple unit technology days expensive said display blow mind looks like real paper highly recommend,4.0,positive,True
ive household years good lot reader like tablet,3.0,neutral,
good product hard customize like real androids install firefox sw amazon deems competitiontoo bad,3.0,neutral,
amazon echo best voice command device everyone family,5.0,positive,True
two laptops smart phones love tablet use instead phones,5.0,positive,True
multiple fire sticks fire tvs house flexible customizable big fan device,5.0,positive,True
great tablet add kodi thats best feature duel sided camera,5.0,positive,True
purchased product family members im glad,5.0,positive,True
needed tablet could use night going bed wouldnt bright light trick,5.0,positive,True
recommended inpatient kids,3.0,neutral,
got mom loves easy work,5.0,positive,True
capacity limit gripe connects quickly easily wifi remembers wifi passwords erase books many free especially ones never read high school check email even works bluetooth keyboard cant beat price,4.0,positive,True
purchased fire box couple months ago great addition theatre room watching movies easy use good download speed,5.0,positive,True
bought tablet grandson birthday sooo happy,4.0,positive,True
love kindle paperweight great upgrade kindle touch,5.0,positive,True
bought month ago absolutely love,5.0,positive,True
love alexa use mostly play music listen weather slight lisp voice understands perfectly siri sound quality remarkable volume highest incredibly loud use daily would replace ever didnt work,5.0,positive,True
great entrylevel tablet casual user looking simple web browsing email access low resolution media ebooks streaming movies games hardware feels sturdy hand display boasts scratch resistant surface opposed less durable products found price range isnt lightening fast loads runs apps quickly smoothly,4.0,positive,True
great little tablet would got five stars could use chromcast,4.0,positive,True
recommended purchase family member one happy,4.0,positive,True
tablet fantastic price good better first fire differences one gbs storage front rear cameras runs fast resolution good,5.0,positive,True
simple setup use would love see google integration,4.0,positive,True
sometime stays sleep mode restart,3.0,neutral,
several friends suggested buy kindle fire love great traveling check email update facebook status read one device,5.0,positive,True
second one purchased last months gift,5.0,positive,True
ill give starts decent tablet screen messes im trying use cant imagine granddaughter feels,3.0,neutral,
tablet nice light durable great nreices nephews,4.0,positive,True
bought echo senior citizen father set tech entertainment fun ask play music ask time weather news even send messagesit completely amuses,5.0,positive,True
easy use good need large lettering great back light,5.0,positive,True
much k content still get job done,5.0,positive,True
works use control lights thermostats listen radiopodcastsmusic set timersalarms,5.0,positive,True
great product quickly charging kindle,5.0,positive,True
inexpensive kindle works great little slow loading annoying love especially price,4.0,positive,True
works like advertised issue hear listening music volume level higher,5.0,positive,True
