reviews.text,reviews.rating,sentiment,reviews.doRecommend
thrilled ease use easy navigate wish started tablet like would saved lot frustration,5.0,positive,True
daughter love access favorite apps game great without adult content,5.0,positive,True
love amazon fire able play movie show fire great,5.0,positive,True
bought year old nephew us lot,5.0,positive,True
nice little tablet cant go wrong price watch movie browse net kid apps expand memory,5.0,positive,True
bought kindle gift one daughter year ago starting work right love rader got good review,5.0,positive,True
like sync email actually use prime streaming video service yes know could use app ipad like said like packaged neatly,5.0,positive,True
great product im sure charging port would mess like cellphone well see issue best buy returned friday wouldnt charge anymore realized sunday could locate sd card pretty much summed like lost,5.0,positive,True
user friendly amazing interesting help get talking alexa,5.0,positive,True
simple easy use easy set firestick fire tv nicer interface,5.0,positive,True
love read bookspaper electronic via ipad never owned kindle shopping best buy mentioned husband might want try kindlewent another area returned kindle voyage basket ok though would give try love compact easy read book turn page without swiping highly recommend voyage existing pending kindle reader many great feature small package,5.0,positive,True
bought kid wanted get tablet still restrict could tablet fantastic parental control opted include freetime membership put kidspecific app center click play without visible hassle downloading fee ad sturdy year old overall extremely satisfied kid tablet sure would buy one personally great kid,4.0,positive,True
doesnt hold strength duracell etc,3.0,neutral,
like paperwhite good size drawback ad lockscreen cant see get rid like old display author better,4.0,positive,True
right size smaller hand like like momma,4.0,positive,True
picked tablet primarily husband could access favorite apps home without squint phone screen work great,5.0,positive,True
firestick upgraded fire tv process much faster stick plus true k picture quality,5.0,positive,True
looking something easier read email phone small light travel right size inch tablet large heavy,5.0,positive,True
hit christmas worth every penny much fun many capabilitiestoo many list,5.0,positive,True
purchased two tablet child ease use fantastic parental control exactly looking great product,5.0,positive,True
love unit great sound good general news available thing negative remain plugged operate,4.0,positive,True
hate isnt organization apps,1.0,negative,False
third kindle loved still first kindle use wore kindle fire year use happy everything new one disappointment,5.0,positive,True
easy set usage great fun house got one one gift great age highly recommend,5.0,positive,True
wasnt family member kindle fire hdx self much appreciate replacement another tablet seems work better lessno crash better battery compared older one amazon tablet sideloaded texturenextissue way get unlimited magazine access subscription several device work fine usually clear app datathis tablet highres hdx tiny text isnt clear could without zooming sharp enough daily use especially price range,5.0,positive,True
great ebook reader ambient light page press sharp text thin light,5.0,positive,True
daughter love thing move u life,5.0,positive,True
purchased law love problem,5.0,positive,True
love kindle fire kindle disappeared enjoy go library book get great selection book every day,5.0,positive,True
short time great even year old nephew enjoys,5.0,positive,True
love kindle great product reduces eye strain enjoy reading second kindle,5.0,positive,True
got year old black friday typically household apple couldnt justify buying another ipad work great many favorite apps ipad still hit,4.0,positive,True
easy setup use connect easily phone smart device,5.0,positive,True
love echo hand free loud speaker,5.0,positive,True
couple along couple firesticks work good kodi app,5.0,positive,True
good deal great product affordable tablet well known trusted brand,5.0,positive,True
fifth kindle new one new feature use,5.0,positive,True
rd kindle pleased ease use feature amazon offer suggested brother get one kid happy actually us much kid looking buy one suggest buying case help protect bump bruise lost st gen kindle dropped without case,5.0,positive,True
unable connect wifi product tried follow instruction avail useless expensive item sitting table,1.0,negative,False
amazon table great christmas gift kid love,5.0,positive,True
alexa around awhile would expect slightly less impressed wasnt amazon prime member limit productivity want full experience alexa prime member since mostly use google product already made sense get home little bit functional alexa due google search engineoverall youre market connected device cant go wrong either,4.0,positive,True
alexa future get harmony elite remote control tv voice also control hue bulb great toy,5.0,positive,True
love kid love nice travel nice picture,5.0,positive,True
bought two small boy use instead phone really like easy link account good parent lock easy enough navigate,5.0,positive,True
device fun informative use would buy item also give gift,4.0,positive,True
much new said beautiful screen long battery life great love read,5.0,positive,True
great speaker helpful turning light cant get also like tell alexa play old time radio spotify,5.0,positive,True
purchased tablet ear old since kidfriendly tablet limited something changed regarding port charger little area small bar keep bending point month later broke course warranty ended tablet buy black friday buck less price year long tablet sending someone elses sent back merefurbished disappointed,1.0,negative,False
present son seems enjoying must ok,4.0,positive,True
amazon alexa amazing hooked smart device well little stubborn first set tech support problem soon taken care,5.0,positive,True
capacity limit gripe connects quickly easily wifi remembers wifi password erase book many free especially one never read high school check email even work bluetooth keyboard cant beat price,4.0,positive,True
tablet blue back witch seen color work really good,5.0,positive,True
perfect gadget reading purpose reasonable price,5.0,positive,True
gave gift older person basically use ereader far worked great,4.0,positive,True
tablet great bought year old daughter first one finally got screen cracked christmas love feature would expect android tablet nice parenting aspect keep kid,5.0,positive,True
good need adjust take bit tine,5.0,positive,True
got one added gb micro sd nice cover ipad nexus doesnt run android well kinda got high quality well equipped tablet less hundred dollar,5.0,positive,True
tell joke control light music set alarm actually got sale soooo think pretty worth sure full price good deal,4.0,positive,True
battery seems die fast complaint,5.0,positive,True
love kindle one best christmas gift ive received long time ideal version book electronically light weight easy eye recommend kindle anyone love read isnt thrilled carrying around hard back paper book,5.0,positive,True
far good compatible thing responsive way better using siri lol still love apple,5.0,positive,True
love one let download apps picture quality also find unplug every day make start trouble downloading especially live tv apps competitor id say still one get find lot option one con minor still prevented star rating believe next generation tho like said still one option available especially prime best thing fire tv let download direct tv app ditched cable play live tv thru app tv pay less month worth,4.0,positive,True
owned several kindles year one best yet contrast clarity improved alreadygood paperwhite like page turn button bezel well,5.0,positive,True
purchased fianc read book itsurfs web watch netflix easy set easy use also come different color,5.0,positive,True
great reading great playing game need storage,3.0,neutral,
tablet perfect size power work home use,5.0,positive,True
easy use lightweight easily read low light night,5.0,positive,True
xmas gift wife wanted pad sort couldnt afford ipad looked fire alternative first screen size wanted second price reasonable third function capability suitable wife skill need absolutely love actually got compliment present giving dont happen often let tell recommend shes pleased im pleased else need son able piggyback gift purchased cover go really worked family made wife happy,5.0,positive,True
picked one replace older one stopped working like back lite bad size,4.0,positive,True
bought fire year old school suggestion sale rep store went set required credit card number entered couldnt even download free kid apps would want child able accidently buy something refused thus able download anything returning product appears best adult like read book tablet,1.0,negative,False
personally id say buy newer inch fire get money getting older one,3.0,neutral,
surprise getting kindle price great device read book,5.0,positive,True
didnt think would use device much one full information,5.0,positive,True
love great bed time story timer kid,5.0,positive,True
love gal play game listen music set mood lighting etc always listens best buy best price tired ignored buy one,5.0,positive,True
wish echo could play music time songto dot house,4.0,positive,True
full size echo sound great responsive setup easy use phillips hue plum light pad work well new drop feature allows use full size echo echo dot echo show intercom unit,5.0,positive,True
shopped long time found pleased,5.0,positive,True
bought dad love read sometimes difficult get library winter far he loving,4.0,positive,True
worth home also compatible almost wifi product,4.0,positive,True
niece excited use product using like table comparing ipad,5.0,positive,True
great way get book quickly easily battery life good,5.0,positive,True
provides advantage kindle reader plus many aspect smart phone less course telephone,4.0,positive,True
great gift parent home great sound playing music,5.0,positive,True
bought went amazon prime even thought hd tv xbox one p even computer still problem amazon video playing hd magically purchasing fire tv problem disappeared way go amazon bought fire stick add memory work great new menu easier navigate im worth notprime fire tv like streaming service thousand old video many b movie one cared watch came product work easy use like talking device fun,4.0,positive,True
still learning different thing kindle fire far like,4.0,positive,True
device good designedim amazon prime member found amazon prime videotv isnt good cant find many good video watch,3.0,neutral,
great value premium tablet economic price user friendly,4.0,positive,True
great product work well especially enjoy voice command ethernet cord work well love apps user friendly,4.0,positive,True
great table price purchased grandchild would leave ipad alone ipad complaint price find using lot playing game surfing internet pretty fast easy use told daughter purchased twin,4.0,positive,True
great little tablet need mostly surf web definitely use netflix amazon prime big enough comfortable relaxing watching show,5.0,positive,True
ive chromecast year never really problem besides occasional freeze casting video bigdecided time upgrade since slingtv promotion slingtv capable device decision probably one best purchase year watch k content stream video without lag,5.0,positive,True
really love tablet kid love themi recommend people,5.0,positive,True
fast p others,5.0,positive,True
like stuff greatly delivered nice job,4.0,positive,True
love much high recommend alexa friend,5.0,positive,True
bought gift mother could watch netflix hulu hospital took bit get used used ipad overall like product drawback lack appstore content namely clash clan clash royale pokemon go etc,4.0,positive,True
amazon typically make good quality product decent price tablet sale nobrainer plus easy install kodi play store without hack device,5.0,positive,True
unit must smart home setup got unit unhappy google home purchased prior alexa whole lot smart home integration google home easy set control light device smart home able implement little effort would definitely recommend product great sounding speaker well home would like connect phone stream thing like pandora also great kitchen conversion cup quart etc ask question give answer easy use would definitely recommend product,5.0,positive,True
use commute watch video serf purpose mepros cheap handy good kidscons slow multiple thing running gb sufficient amazon store doesnt apps,4.0,positive,True
great streaming box watch anything internet,5.0,positive,True
kindle paperwhite great store plenty book screen easy read even easy read outside sunlight also like compact light easy travel,5.0,positive,True
got daughter christmas shes happy im surprised easy use could star camera quality great price got good enough,4.0,positive,True
nothing great experience alexa everything work expected sound quality good well speech recognition would recommend highly,5.0,positive,True
low quality tablet lag game expect however still thing youd expect tablet,1.0,negative,False
really like product access internet fire tv watch show via netflix also user friendly,5.0,positive,True
nice tablet price productive,5.0,positive,True
great streaming device use daily basis,4.0,positive,True
least three amazon fire happy one,5.0,positive,True
work great everything want daughter,5.0,positive,True
love alexa fun informative would get gift friend,5.0,positive,True
great device family play music various source voice recognition system great control smart device network echo,5.0,positive,True
bought tablet yr old sunday school class use lesson love tablet easy use good size age group much worth price,5.0,positive,True
thing need correcting overall love,4.0,positive,True
useful fun usei bought beach house,5.0,positive,True
simply best fire stick also great deal flawless connectivity fire tv worth extra green back,5.0,positive,True
great product like much fire stick great,5.0,positive,True
good tablet far kid really enjoyed put since got,4.0,positive,True
great device stream better usual fire stick,5.0,positive,True
great tablet age nice hd colorlittle difficult young child,4.0,positive,True
bought thesemy year old twin love amazon lot free game downloaded watch amazon netflix bought kidproof case,5.0,positive,True
love prospect using integrated product like nest,5.0,positive,True
several tablet ipads house one favorite,5.0,positive,True
even onky gb pretty quick issue downloading free webroot compatible,4.0,positive,True
great size easy use sleek look attractive,5.0,positive,True
love auto dim feature reading night problem reading sunlight either held one hand turn page hand kindles use one time,5.0,positive,True
love echo actually second one purchased use set timer alarm also use play music son family come provide background music,5.0,positive,True
device meet expectation fully recommended,5.0,positive,True
battery okay dont seem last long brand name battery cant beat price,3.0,neutral,
kid love new tablet use homework school,4.0,positive,True
bought fire second tv already one like bought fire prime member,5.0,positive,True
wonderful product easy set set smart light switch,5.0,positive,True
gotten granddaughter us time charge much frequent use problem good purchase,5.0,positive,True
great tablet price easy use,4.0,positive,True
looking tablet young daughter sale good review consulting sale associate question decided purchase item nice looking product however little storage space downloading apps storage full required buy also can not play video unless hooked wifi unlike sale associate told disappointing would recommend,2.0,negative,False
work well needed purchased great price black friday,4.0,positive,True
getting one finally caved easy use take everywhereperfect reading outside train,5.0,positive,True
kid love tablet fun without steep price,4.0,positive,True
purchased tablet screen drink worked fine,3.0,neutral,
earlier model simple use nonsense listing book library author title big picture tiny lettering lot ad,2.0,negative,False
got kid love amazon free time prime well worth money,5.0,positive,True
bought daughter broke gen nexus great little table simple thing perfect kid,5.0,positive,True
bought original kindle fire impressed latest updated version better software camera apps make worth small price guess amazon take loss production unit gain interest buying merchandise using service case work would recommend anyone interested inexpensive internet access device,5.0,positive,True
tablet ok prefere android product dont like fire tied amazon account loaded exclusive content cheap quality tablet,3.0,neutral,
easy use everything wanted thought would,5.0,positive,True
amazon fire tv fire stick amazon fire tv far superior fire stick fire tv perfect allinone entertainment perfect youre looking get rid cablesatellite tv also ideal kodi,5.0,positive,True
picked one fire tablet today crazy price didnt really need extra tempting charged connected wifi good go played around couple hour worked perfectly video sound good speed nice really impressed price wife kindle paperwhite case cost much full feature tablet time tell longevity first impression great little tablet,5.0,positive,True
kindles great long expecting tablet thats top line far problem,5.0,positive,True
superfun useeasy set great product,5.0,positive,True
view come ipad user purchase purpose young granddaughter whose sole purpose right steal ipad watch youtube cartoon operates wellim giving star im returning less hour didnt give much chance first seems really want sign amazon free time month guessing experience would whole lot smoother thatso created child profile tablet moved youtube app profile opened app got selection popular music movie etc could locate search feature repeated tapping got music open get warning content restricted amazon free time app join unlock youtube im technically savy fact frustrated didnt bear well granddaughter maybe another way around didnt look tocouple random ad game amazon prime etc pop enough going back get window tablet click youtube app get expecting without restriction price try,3.0,neutral,
got last black friday looking cheap decent tab couldve better mirroring capability,4.0,positive,True
originally purchased practice rooting android device started using determined liked much root itit design understandable expected tied amazon everything book music mp available amazon underground many maybe favorite apps available loaded many offering notice design tablet downloads store file sd card one inserted solidly built withstand child play resolution super high good size read using tablet text clear fact use text readability test evaluating tablet resolution start go simple process connect device amazon account allow purchase tablet parental control top notch limit allow little much website connection limit purchase also also load google play tablet little searching downloading file download play google play store appsbattery life goodspeaker good single speaker onlyblue tooth connection easy note sync microsoft installed vehicle tablet connect trouble reconnecting microsoft expect unpair delete sync reconnect get work vehiclei use beater tablet use outside yard work play music shower steamy environment running around town gb sd card expansionfor money get one total given away several gift,5.0,positive,True
many apps first one already returnedno power issue weeki hope second one fine,3.0,neutral,
used work environment tech support team chose particular tablet u use contact work trail record keeping customer support pleased much say excellent choice,5.0,positive,True
th kindle st best buy much easier purchase line pick store short time later,5.0,positive,True
love product get see bunch movie tv show,5.0,positive,True
use apps thats pretty nice,4.0,positive,False
begingood clarity love size storage capacity affordable love watching netflix wish could gotten purple got color black overall im happy purchase,5.0,positive,True
easy ask question correctly specific time alexia know answer understand question perhaps need study read book,4.0,positive,True
k fire want k streaming amazon,5.0,positive,True
brought tablet good product especially paid got sale black friday online happy didnt wait line store,4.0,positive,True
average tablet bit slow good option people budget,3.0,neutral,
kindle easy read lighting situation eink screen responsive quick touch control,5.0,positive,True
small would prefer,4.0,positive,False
love new amazon fire tv real fast thing like best put sd memory card lot space cheaper better new apple tv,5.0,positive,True
protector made fire large direction coherent worse purchase best buy ever,1.0,negative,False
much better fire stick faster memory never lag,5.0,positive,True
great tablet especially price didnt know exactly would use first purchased found many cool us,5.0,positive,True
would known wonderful read wouldnt purchased ipad love read whenever wherever youre reader best ereader,5.0,positive,True
nice tablet price alot meaningful competition price range make fire tablet easy selection price conscious buyer,5.0,positive,True
enjoy using product granddaughter downloads multiplied game play play traveling good size easily fit small bag,4.0,positive,True
decided get kindle issue reading backlit tablet screen lighting paper white doesnt issue also like lack distraction dont email text popping im trying read,5.0,positive,True
bought kindle gift year old grand daughter one absolutely love read book surf web also read personal email great product great price easy use,5.0,positive,True
cant say anything bad great price great deal everything grandfather need reading internet fun game pas time,5.0,positive,True
kid love easy understand great parental control well,5.0,positive,True
convience amazon echo instantly noticable first step ive taken towards building smarter home loving able grab information talking device wonderful granted feel little silly tell joke whenever home alonebut aside great device echo sync hue light nest thermastats etc cant wait try make sure get geek squad protection yes buck protect investment im sure itll come handy need,5.0,positive,True
son love tablet proudly proclaims everyone meet check cool tablet especially love freetime app,5.0,positive,True
like echo however talk sometime still getying used mainly use fir bluetooth play mudic pandora youtube,4.0,positive,True
great size clarity many many apps game book keep kid busy long car ride,5.0,positive,True
great money saving alternative ipad son like ti play game read book,4.0,positive,True
really impressed amazon box processor really fast responsive one better remote,5.0,positive,True
bought child one tabletsthey love,5.0,positive,True
issue library check amazon,5.0,positive,True
item allowed turn tv smart tv game console great family game,5.0,positive,True
would love see siri like functionality however integrates extremely well nest thermostat philip hue lighting system still learning in out amazon echo think happy long time come,4.0,positive,True
everything tablet like sharing across platform,5.0,positive,True
control everything home would definitely buy,5.0,positive,True
fit purpose book reader touch screen could smoother though,4.0,positive,True
awesome tablet reading book easy use great value price,5.0,positive,True
great product night reading light friendly,4.0,positive,True
great sound quality small item easy hide noticeable,5.0,positive,True
solid unit reading occasional tv show gamethose coming full featured tablet may find frustrated limitation quirk amazon walled garden looking something cheap say box cant go wrong,4.0,positive,True
easy use long battery life size font easy adjust wish graphic picture enlarged well,4.0,positive,True
perfect wanted read tablet thing love lightweight backlight long battery life noglare sun highly recommend,5.0,positive,True
good bare bone tablet anyone seek expect performance tablet wifi bluetooth going streaming netflix performs fine lag reliable network amazon based o traditional android system geared toward amazon advertising let much unless register device amazon account even asks credit card removed afterward apps must obtained amazon app store google play store considerably simpler way around course know one thing important week finally noticed use screen spot dead pixel show solid white dot can not seen unless dark black screen searching reading online seems many report tablet purchased source issue even read someone purchased pack several unit dead pixel test new tablet right away buying dark screen may fine pay look overly use tablet first notice right away though still receipt already discarded packaging day point today could still returned otherwise honestly use overly concerned still whether dollar brand new item free defect far find reliable device simple bare bone tablet need,3.0,neutral,
dollar tablet ipadhow go wrong,5.0,positive,True
kindle paperwhite user friendly light easy hold would highly recommend electronic reader anyone,5.0,positive,True
echo simply anything advertised basic weather sporadic detailed question resulted can not find response,1.0,negative,False
whether cable dont amazing device many movie choose,5.0,positive,True
bought kindle almost year ago still going strong,5.0,positive,True
great variety free movie tv watch well game,5.0,positive,True
excellent price app store could better mainly using pb kid app son netflix mobile,4.0,positive,True
nice inexpensive tablet grandson learn play game,4.0,positive,True
expected glad got thisbinsteadbof next level difference feature worth difference price,4.0,positive,True
small compact glare battery life awesome easy read dark,5.0,positive,True
daughter love new kindle favorite game love parental control kindle fire v standard android tablet,5.0,positive,True
daughter doesnt pay much attention shed rather phone however parent id rather play tablet many free learning game apps,5.0,positive,True
buying tablet grandchild going initial setup procedurethats surprised learn using tablet year would charged fee continue selected program used yeartime take back store hidden fee,1.0,negative,False
alexa best new addition family device helped control light hvac home security system alexa provides lot entertainment family game like trivia big plus alexa start car warm cold morningsshes earning big point eye,5.0,positive,True
love new kindle picture clear camera take beautiful picture happy purchase,4.0,positive,True
omg product excelent good batery hd screen love,5.0,positive,True
echo kitchen great device listening song wife love kid like ask question kind different subject got sale price could pas great buy fun around,5.0,positive,True
go shopping online also good functionality dealing kid give admin ability limit kid see,5.0,positive,True
perfect tablet beginner simple use great color perfect size,5.0,positive,True
super affordable good picture quality easy set ive issue little complicated someone us electronics regularly would easy,4.0,positive,True
tablet overall okaythere problem face tablet charging tablet take little longer average tabletsome application available amazon store app,3.0,neutral,
good beginner tablet older person like surf internet,3.0,neutral,
love echo great addition house everything need,5.0,positive,True
year old love easy use lot apps,4.0,positive,True
bought birthday gift grandkids reasonable priced work great,5.0,positive,True
alexa awesome nice able tell need store go app phone,5.0,positive,True
nice sturdy case good way start child tablet,5.0,positive,True
one great room lot enjoyment thing,5.0,positive,True
bought tablet nephew light pretty inexpensive,4.0,positive,True
usre echo alot house even connected harmony hub home automation control house,5.0,positive,True
bought niece us ebooks better store ton book case,4.0,positive,True
enjoying amazon echo amazed setting without call kid grandchild enjoying asking music selection great product,5.0,positive,True
amazon fire tv fred high monthly bill provide huge variety older programming,5.0,positive,True
christmas gift lot game book child easytouse year old love nice size,5.0,positive,True
barely find store know fast smooth tv movie streaming great game,5.0,positive,True
excellent streaming tv thru internet make excellent alternative cable tv,4.0,positive,True
incredible fun keep entertained keep year old happy parent mode,5.0,positive,True
hoping google experience isnt yet lot question cant answer hope expect get better music player nice feature use frequently,2.0,negative,False
bought tablet fiveyearold son play every single day love great kid friendly tablet,5.0,positive,True
wanted something use charging ipad easy use,4.0,positive,True
easy use meet expectation bought,5.0,positive,True
limited activity son surf web thing like,3.0,neutral,
screen beautiful great daylight night soothing eye kindle huge collection book love book love kindle,5.0,positive,True
work great love use alarm system love alexa,5.0,positive,True
love amazon fire tablet great im going back forth home work school,5.0,positive,True
like product anything best buythe product easy operate,5.0,positive,True
equipment joy havei would recommend product friend,4.0,positive,True
happy purchase echo used every day since home,5.0,positive,True
love apps everything else think perfect tablet beginner apps need,5.0,positive,True
like e reader wish screen higher resolution requires decent light look good easy eye screen update involve flashing whole screen noticed less time advertised month long battery life standby time last much less downloading reading book,4.0,positive,True
work advertised easy use easy read,5.0,positive,True
simple setup within minute using discovering fun entertainment amazon prime member yet expect member open even wonderful entertainment,5.0,positive,True
whole family enjoying echo try something new almost every day,5.0,positive,True
alexa really awesome kind cool thing make life easier recommendation amazon try make intuitive remember habit repeated phrase,5.0,positive,True
nicer old fire better screen area view,5.0,positive,True
take awhile learning product work great,4.0,positive,True
good product want read email internet browsing compare ipad higher level android tablet price believe good purchase basic usage,4.0,positive,True
excellent tablet kid everything pad,4.0,positive,True
purchased tablet great price tablet work well within amazon ecosystem best geared towards amazon prime micro sd card slot plus,5.0,positive,True
wife purchased tablet sister birthday really loved tablet,4.0,positive,True
love voice command listening music book joke ive bought audible house work go faster book audible,5.0,positive,True
perfect simple device reading ebooks exactly youd expect hold charge really long time easy use set light convenient reading go,5.0,positive,True
christmas present spouse asked happy wife equal happy life,5.0,positive,True
absolutely love battery life last long great screen back light,5.0,positive,True
box well protected shipping time satified,5.0,positive,True
purchased mu husband mother seems really enjoying seems user friendly,4.0,positive,True
good streaming content lack apps found device,4.0,positive,True
fun thing im much likely play music check temperature news alexia constantly attached network always charged ready go there pairing required simply call name responds always battle teenager trying outshout alexa instruction hear music like best,5.0,positive,True
skill could use bit refresh cant remember command skill require certain keywords whole point amazon echo able say anythingstill fun great lot home automation gadget,4.0,positive,True
speaker sound much better dot stream music constantly,5.0,positive,True
find reading even kindle voyage easy hold maneuver perfect size small sleek page turning easy one hand back light make reading setting pleasure,5.0,positive,True
best tablet money load fast good quality graphic,5.0,positive,True
purchased item nephew love small work great far issue memory space great,5.0,positive,True
im constantly getting update making echo great take time need also integrate phone send receive call text message hate tell rd part app integrate also good smarthome feature,3.0,neutral,
fire tablet great bought second screen pleanty big enough see small enough fit jacket pocket,5.0,positive,True
work great many option havent able get k work might hdmi cable currently connected everythings wotks extremely fast,5.0,positive,True
fast support ultra k expandable memory side load appswhats love,5.0,positive,True
gave christmas gift gotten great review streaming feature love voice remote,4.0,positive,True
fire stick ok using wouldnt even consider getting stick due performance,5.0,positive,True
need easy take go,5.0,positive,True
easy setup easy hand yr old love different game apps available,3.0,neutral,
amazon tablet everything need general point,5.0,positive,True
alexa awesome answer called every time,4.0,positive,True
love product glad upgraded feature make easy read traveling car plane,4.0,positive,True
bought parent aging rd generation firehd tablet cost well dollar limited fireos couldnt believe newest cost sale ad dont think worth normal price dollarsfireos pretty much skinned version android lolipop since nougat two year behind hopefully security update still made devicethe biggest disappointment screen buy reading book really need go back old gen hd fire tablet screen much better claim ip screen dont buy color washed pixel density pretty poorthe blue light filter pretty terrible compared apple offer basically put semitransparent color entire screen something screen already black need look blackish orange dont fully fault amazon may limitation android stillalso cant figure get rid add red version past option pay extra dollar remove promotion amazon website doesnt offer red without add writing blackside load google play store date apps lot amazon store apps long date,3.0,neutral,
installed sewing room lieu cable box monthly fee us prime movie tv show best dont watchi set tried voice search work great,5.0,positive,True
job sometimes misunderstands need buy right equipment,4.0,positive,True
bought two great grand child charged played around wish bought one everything worked great think great purchase,4.0,positive,True
worst software ive ever seen could barely play anything,1.0,negative,False
one best product save much money long run use instead cable work even better half cost one monthly cable bill access x channel need one amazon tv box per tv unless dont mind moving living room bedroom,5.0,positive,True
wouldnt connect smart home item wouldnt understand command,1.0,negative,False
like product take little time restore previous data,4.0,positive,True
bought grand daughter xmas since year old lot tablet problem easy use,4.0,positive,True
purchased step father wasnt technology still flip phone able get tablet running surfing online problem great tablet beginner,5.0,positive,True
everything ever need inside child adultsa,5.0,positive,True
opinion good option cost great apple ipad cost much less still get good use,4.0,positive,True
work great daughter great price apps,4.0,positive,True
roku new apple tv streaming box good got amazon prime even though get eh amazon video app roku wanted complete experience,5.0,positive,True
brand name tablet noname price seems fast display bright backed amazon,4.0,positive,True
brought kid love product tablet easy operate issue well worth,5.0,positive,True
personally id say buy newer inch fire get money getting older one,3.0,neutral,
wizard computer tablet know much,4.0,positive,True
tablet good price good tablet beginner need,4.0,positive,True
love even great quality product like available mass actually afford table job really good im happy purchase,4.0,positive,True
nice tablet affordable price,4.0,positive,True
know screen seems much smaller compared ipad work fairly well wish could change screen around didnt scroll much would nice sort tutorial available work well game,4.0,positive,True
got wife love us every day,5.0,positive,True
best speaker alexa enabled value money,5.0,positive,True
son liked great tablet kid recommend,5.0,positive,True
new kindle much easier read second generation kindle year faster backlight adjusted easily get right amount light reading pleasure love book get,5.0,positive,True
bought fore grandkids love,4.0,positive,True
reading bright sunlight easy eye,5.0,positive,True
easy use easy handle good learn responsibility device,4.0,positive,True
tend use ore ipad got best bargain fully functional tablet ever seen three device may get another,5.0,positive,True
thought would perfect two child case warranty pas download unlimited apps seemed great however pad sometimes unresponsive inaccuratewhich frustrating child case little bulky confusing child want push icon play instead downloads definite learning curve overcome time could user friendly younger user,3.0,neutral,
wife love fire hd one older model graded new model feel love right away,5.0,positive,True
enjoyed becoming familiar service available kindle,5.0,positive,True
absolutely love kindleespecially newer generation great product,5.0,positive,True
hard use lot ad randomly close apps,2.0,negative,False
run better fire stick buffer faster two great streaming netflix hulu hd havent issue program amazon prime link account streaming purchasing renting title,5.0,positive,True
great book netflix social medium real handy,5.0,positive,True
like tablet lot feel good one close tv step crush buck clearly nice ipad get one device cost use watch tv read surf web sport fan sometimes line three watch three game,5.0,positive,True
im happy purchase buy additional memory satisfied,4.0,positive,True
box devise work good play well others,5.0,positive,True
looking forward getting know product better plug play thought,3.0,neutral,
bought gift less technically inclined person gateway learning tablet apps good gift,3.0,neutral,
bought son ises time,5.0,positive,True
pretty much worth alexa play anything prime music kid love talking alexa understand use timer function time cooking keep one shopping list one todo list great say something added list alexa great capability skill limited far recommend looking capability plan programming example doesnt come box able read email even though access google calendar also proactive notifying phone call email overall fun addon market speaker,4.0,positive,True
best kindle id yet ive almost lighting doesnt affect sleep like tablet page turn instantaneous nice lightweight,5.0,positive,True
love amazon prime membership keep giving amazon shopping first amazon tv next fire tablet wow free movie book download tablet handle lower price point hd worried screen know still look good guess look side side galaxy tab see difference watch look great watching hd tv awhile bad know one still pretty good,4.0,positive,True
kindles keep getting better better purchased son avid reader love love reading,4.0,positive,True
excedes expections easy use amazon sends email keeping informed thing echo find helpful,5.0,positive,True
got first version sister hasnt able put year got one forget great new feature love love love,5.0,positive,True
little android tablet everything want price cant beat,4.0,positive,True
good tablet price nice display good performance,5.0,positive,True
love tablet best one far light weight easy use,5.0,positive,True
product great good job interpreting voice command every would problem wifi connection,4.0,positive,True
bad entry level consumer decent kid bumper adult arent super tech savvy,4.0,positive,True
price pout find better product,5.0,positive,True
performs bigger name brand tablet looking good video somewhat customizable tablet great price pas,4.0,positive,True
amazon made affordable upgrade fast streaming responsive remote control easy set picture crisp hd way support k future upgrade forgone conclusion,5.0,positive,True
would definitely recommend everyone awesome,5.0,positive,True
miss bunny drum,3.0,neutral,
fantastic product reading book wonderful use full sunshine kindle fire thought would unnecessary wishing purchased sooner much longer battery life use full sunlight make much better use reading kindle fire,5.0,positive,True
awesome little tablet justright reading looking image thing net,5.0,positive,True
looking affordable gift,5.0,positive,True
absolutely love tablet much thought would fadt easy use set tablet virgin love kid profile setting time limit day curfew time tablet shuts simple domoviesbooksgamesentertainment web browsing much much highly recommend device first timer experienced alike get one regret didnt get two,5.0,positive,True
tablet quick good ipad use tablet specifically one aspect life performs great pleasantly surprised performance,5.0,positive,True
great used plain kindle feel like tablet kindle use check email pintrest read book totally love new kindle fire,5.0,positive,True
like lot apps choose user friendly,5.0,positive,True
keep busy great tablet always home bored stuck netflix play game homework log work,5.0,positive,True
bought mother law mother day shes tech shes problem using,4.0,positive,True
love alexa everything u also info son,4.0,positive,True
love make reading pleasure easy eye able take anywhere simple use,5.0,positive,True
best product price user friendly easy use,5.0,positive,True
son seems happy bday gift love,5.0,positive,True
tablet good choice little kid expensive provide nice feature price beat,5.0,positive,True
echo allows pipe music room house use alarm clock radio,5.0,positive,True
everything regualur tablet cheap,5.0,positive,True
great tablet got sale around thanksgiving worth,5.0,positive,True
awesome cutting cable get access movie tv show,5.0,positive,True
battery dy hourshould last longer money bold charge,3.0,neutral,
paired amazon music alexa great play song think havent used much else yet,4.0,positive,True
autistic kid great cause rough,3.0,neutral,
upgraded old nd gen kindle much better,5.0,positive,True
kid love tablet picture quality good,5.0,positive,True
grandson love tablet always keep color perfect,5.0,positive,True
good buy recent drop price despite love well work voice recognition echo pretty good love many question ask response give,5.0,positive,True
looked tablet best buy two left knew meant,4.0,positive,True
